nombre,edad,calle,ciudad,provincia,cp,longitud,latitud
Norberto Calvo Sanabria,20,Camino María Pilar Rincón 773 Puerta 1 ,Segovia,Jaén,44373,-130.494798,36.8636005
Sandalio de Maldonado,68,C. de Isidora Aguado 79,Zamora,Guadalajara,02106,-117.069039,2.4701855
Ámbar Nicolasa Bonet Rodríguez,80,Alameda Luis Ángel Granados 613,Huesca,La Coruña,14650,-89.890594,-55.451990
Luis Miguel Revilla Clavero,78,Alameda de Daniela Rodrigo 24 Puerta 3 ,Murcia,Burgos,20479,54.086322,-64.817086
José Mari Valenzuela Mancebo,52,C. de Ramona Palma 62 Puerta 8 ,Melilla,Salamanca,12943,71.661445,47.4368695
Cruz Sigfrido Cerezo Aroca,57,Camino Julie Zapata 2 Piso 6 ,Ávila,Baleares,26305,89.187879,-4.720171
Francisco Jose Lloret-Zamorano,34,Avenida de Rogelio Ropero 73 Puerta 7 ,Lleida,Cáceres,15072,-105.722572,76.769591
Mirta Fernández Camps,68,Calle Jose Manuel Acedo 66 Puerta 5 ,Cádiz,Granada,11092,-137.743734,-85.9139485
Lázaro Valentín Tovar,23,Via Lucas Martí 36 Puerta 7 ,Sevilla,Vizcaya,16847,-81.326245,-16.3566575
Juan Antonio de Piñol,70,Avenida de Antonia Vidal 16,Huesca,Ciudad,23507,-45.468416,-31.8954455
Ciriaco Morante Peralta,24,Cuesta Bienvenida Font 28,Albacete,Tarragona,01229,127.508804,-81.593345
Gerónimo Amat Morillo,54,Callejón Francisco Ibañez 43,La Coruña,Teruel,16613,38.974516,-24.3882295
Marisol Pujadas Carreras,31,Acceso Plácido Soler 81,Cantabria,Huelva,30643,115.730921,-4.4593775
Anabel Casanova Sala,55,Camino de Berta Benitez 823,Huesca,Burgos,33679,75.169960,66.834237
Sigfrido Leocadio Luz Piñeiro,26,Glorieta de Jose Carlos Girón 516,Salamanca,Vizcaya,43480,108.178098,-29.8962855
Consuela Cuéllar Guardia,27,Cuesta María Dolores Elías 22,Cuenca,Segovia,41659,-128.431471,80.7861295
Vidal Armengol Puente,28,Plaza de Susana Ponce 721 Puerta 5 ,Pontevedra,Ceuta,35480,-51.794055,18.7086075
Griselda Conesa Pedraza,22,C. Saturnina Naranjo 65,Lugo,Huelva,48290,-99.025768,28.384502
Josué Santiago Lucas,61,Callejón Vicente Morata 20,Tarragona,Albacete,27127,162.487994,-49.4524565
Visitación Cases Nicolás,52,Via Julio César Reina 314 Puerta 1 ,Lleida,Teruel,10547,98.099354,-19.3297915
Abel Rosado Mármol,67,Vial de Matilde Carro 7 Apt. 09 ,Guipúzcoa,Toledo,30055,-148.836980,37.392917
Renato Rivera Pozo,74,Urbanización Ciríaco Ribas 41,Tarragona,Córdoba,04037,-111.124317,-39.322738
Américo de Otero,24,Cañada Iván Anglada 20,Ourense,Ceuta,03197,-67.061494,9.5817365
Laura Perelló Galindo,25,Cuesta de Melania Cabeza 98 Apt. 27 ,Zaragoza,Ceuta,21696,-138.799465,-82.3841455
Bárbara Andrés Mármol,73,Cuesta de Jovita Enríquez 70,Melilla,Madrid,03851,174.794676,30.026577
Lara Solera Vigil,24,Acceso de Lázaro Barberá 41,Vizcaya,Melilla,38004,41.221335,53.103970
Adelardo Márquez-Carbó,23,Plaza Severiano Arroyo 53,Santa Cruz de Tenerife,Las Palmas,31239,-124.756412,46.4051685
Patricio Rolando Ortega Valero,46,Vial de Marcelino Lillo 73,Cádiz,Girona,05159,-46.131518,-80.2473825
Olga Martinez Baquero,54,Vial Flavio Escamilla 139 Piso 9 ,Las Palmas,Zamora,28653,138.967253,-76.659629
Lupe Pedrero-Adán,72,Plaza Rita Laguna 87,Zaragoza,Cáceres,48593,141.506127,-34.7189955
Calixto Domínguez-Águila,75,C. Jose Viña 34 Puerta 4 ,Sevilla,Málaga,14518,-101.963388,-16.677655
Evita Escolano Pereira,51,C. Chema Trujillo 76 Apt. 10 ,Soria,Cuenca,33214,70.220024,47.931248
María Luisa Roldán Cruz,51,Camino de Berta Ponce 4,Málaga,Guadalajara,42050,110.162311,72.9032025
Alondra Perez Ferrer,41,Camino Lucila Bauzà 48,Ávila,León,16359,-111.150949,-43.737511
Segismundo Humberto Sarabia Rosselló,44,Acceso de Teodosio Barroso 46,Cantabria,Huelva,19056,59.070163,-60.525942
Gabriela Murcia Piquer,38,Acceso Gracia Ramis 1 Apt. 99 ,Lugo,Melilla,49172,59.761281,-45.060748
Eladio Mauricio Bermudez Madrid,31,Alameda de Aníbal Echevarría 79 Apt. 92 ,Alicante,Alicante,38975,-35.111229,-11.8237985
Emilia Guardiola Lamas,77,Pasaje de Guillermo Madrigal 60,Guipúzcoa,Girona,13720,-116.296116,52.684596
Lara del Vigil,78,Paseo Albina Varela 8 Piso 4 ,Las Palmas,Álava,39704,66.457723,-25.074959
Pacífica del Garrido,78,Calle de Bibiana Bernat 2,La Coruña,Madrid,38466,-171.109261,-82.0971065
Quique Ribera Belmonte,51,Rambla de Ernesto Molins 567 Puerta 9 ,Valencia,Navarra,25271,-36.397621,60.1634475
María Bustos Olivera,69,Calle de Tomasa Peñalver 67 Apt. 97 ,Jaén,Ciudad,32667,68.473059,3.5980065
Lucas Dalmau,72,Paseo de Dimas Hervia 55 Apt. 40 ,Teruel,Granada,43597,43.752663,40.531606
Joel Rosado,75,Vial de Trinidad Benavente 72 Puerta 9 ,Huelva,Valencia,34300,-57.462576,-3.843597
Félix Roura Prado,19,Calle Celestina Guerrero 22 Puerta 3 ,Pontevedra,Vizcaya,29845,92.843848,1.372268
Pepita del Llorente,39,Rambla Moisés Pallarès 35 Piso 7 ,La Rioja,Teruel,31788,-153.880378,40.6871615
Fernanda Hernando Peñalver,20,Cuesta de Teodosio Carreño 8 Apt. 65 ,Cantabria,Barcelona,01153,-151.064105,56.4210675
Teodosio Cifuentes Porcel,42,Avenida de Candela Catalá 37,Tarragona,Segovia,40467,146.184352,-89.9989115
Rafa Aguirre Rubio,51,Cuesta de Flor Barón 78,Girona,Salamanca,22158,142.777393,-34.4594635
Nando Larrea Mayo,51,Camino Fabio Cornejo 40 Piso 0 ,Almería,León,44701,18.527787,48.554488
Vilma Pelayo,59,Callejón de Nidia Amores 64 Apt. 27 ,Cantabria,Badajoz,29168,84.391527,-4.9991485
Teresita Ramis Briones,38,Via Plácido Bellido 65 Puerta 5 ,Pontevedra,Madrid,45755,-154.931156,43.558126
Julieta Vázquez Sanjuan,39,Vial Socorro Benavides 11,La Coruña,León,06557,91.249508,45.563919
Fernando Pino Linares,36,C. de Renato Vallejo 43 Piso 3 ,Burgos,Burgos,14941,-160.434412,80.051967
Isidoro Badía-Vera,34,Rambla Heliodoro Acedo 65,Baleares,Palencia,12063,-124.608304,43.0811025
Cebrián del Verdejo,22,Calle Nacio Urrutia 8,Burgos,Ourense,10308,-52.275737,52.414585
Natanael Mateu Alcalde,66,Plaza Sandra Mendoza 69 Puerta 3 ,Guipúzcoa,Barcelona,03348,172.626422,-29.225471
Azucena Carro Pacheco,31,Ronda José Antonio Gisbert 6 Piso 9 ,Castellón,Burgos,22691,-86.352269,89.2468495
Sonia Santamaria Gargallo,22,Plaza Marcia Ríos 8,Sevilla,Vizcaya,09046,-112.175774,75.301591
Elisabet Ramón Polo,23,Rambla Eusebio Marqués 99 Piso 6 ,Pontevedra,Soria,05042,-95.758167,45.2014145
Agustina Montserrat,32,Camino Magdalena Ferrer 518 Apt. 12 ,Alicante,Almería,29038,-65.706953,-62.5979605
Jacinto Clavero Coloma,53,Plaza de Dora Maestre 76,Cantabria,Guipúzcoa,23117,123.069672,-72.4969725
Ariel Esteban Lobato,21,Cuesta Eliana Gracia 46 Apt. 46 ,Vizcaya,Ourense,46949,149.938668,-13.4619995
Nazaret de Azcona,50,Callejón de Visitación Castejón 33,Guipúzcoa,Las Palmas,45617,-29.194516,33.3625285
Enrique Pereira,78,Callejón de Teófila Malo 40,Zamora,Guadalajara,38347,-72.175183,23.657650
Albano Mendizábal,52,Vial Mirta Almansa 80 Apt. 89 ,Cádiz,Albacete,21236,175.674818,-9.939560
Celestino Albino Bustamante Capdevila,36,C. Eugenia Cañellas 22,Vizcaya,Almería,05120,-111.271000,78.6427735
Eligia Palmer-Núñez,44,Plaza Lupe Carro 718,Granada,Santa Cruz de Tenerife,25455,121.759515,-10.111254
Mariano Pont Losa,47,C. de Eladio Fuertes 6 Apt. 95 ,Cádiz,Segovia,26599,158.353779,-56.2863995
Antonio Curro Armengol Solera,80,Pasadizo Salvador Valls 664 Piso 8 ,Lleida,Huesca,13502,15.566151,9.202915
Matías Cerro Cardona,47,Cuesta Alejo Vallejo 5 Puerta 6 ,Santa Cruz de Tenerife,Palencia,07187,-178.766731,89.4682065
Valentina Antúnez,18,Camino de Paloma Portero 13 Apt. 59 ,Madrid,Álava,43191,-140.849296,84.6192845
María José Marin Amigó,71,Ronda de César Morell 46,Guadalajara,Las Palmas,31625,61.170676,4.9841375
Rosario Fernández Marqués,71,Camino Victorino Guerrero 65 Puerta 1 ,Vizcaya,Murcia,30108,23.966804,-21.4092495
Lilia Palomo Barroso,31,Plaza de Amparo Cáceres 760,Vizcaya,Sevilla,14742,-1.686664,38.388983
Nicanor Villegas Iglesia,56,Camino de Emilio Moll 9,Valladolid,Pontevedra,05628,-170.962485,2.2743165
Etelvina Varela-Navarrete,76,Acceso de Esmeralda Jaume 96 Apt. 58 ,Cádiz,Barcelona,47903,175.962155,-69.148507
Jordi del Madrid,21,Vial Goyo Almagro 2,Asturias,Segovia,22584,20.336805,21.333281
Hector Goñi-Ibarra,32,Calle de Jesusa Machado 337,Vizcaya,Baleares,24671,-34.216207,39.428549
Amílcar Arjona,25,Glorieta Dalila Iniesta 1 Apt. 48 ,Santa Cruz de Tenerife,Toledo,29415,-75.848408,-7.1751395
Herminia Olivé-Pedrosa,21,Plaza Roberto Pozo 5 Puerta 2 ,Zaragoza,Barcelona,48047,-167.814961,-19.5362635
Santiago Sotelo Quirós,18,Acceso Máximo Seco 9 Apt. 24 ,Salamanca,Córdoba,41847,112.608503,75.4005975
Epifanio Vigil-Belmonte,25,Avenida Roque Almazán 50,Murcia,Álava,51512,-32.194810,0.2640965
